resumption of the session	reanudación del período de sesiones
i was in the region of lorraine at the time of this terrible storm which destroyed around 20 % of	yo estaba en lorena cuando se produjo esa terrible tormenta , que devastó el 20 % , aproximadamente , del
indeed , for some 'forestry ' districts , which have lost 20 % of their trees , this represents a	efectivamente , para ciertos municipios llamados forestales , siniestrados en un 20 % , representa una pérdida enorme .
we know , for example , that it takes between 150 and 200 years for a tree to reach maturity	sabemos , por ejemplo , que hacen falta entre 150 y 200 años para que un árbol llegue a su
the towns concerned estimate that it will be spread over 40 years .	los municipios afectados consideran que durará 40 años .
i think that consequently it will be extremely difficult indeed to compensate these rural towns through subsidies for losses in	por consiguiente , creo que será en verdad muy difícil compensar las pérdidas en el nivel de los ingresos financieros
i think that this is something which we should continually bear in mind so that we do not lose sight	creo que se trata de un aspecto que debemos grabar en nuestra memoria para no olvidarlo en nuestras diferentes políticas
it is true that the problem of the forestry sector is an extremely complex one .	cierto es que el problema del sector maderero es terriblemente complejo .
indeed , you spoke of releasing funds for timber storage on the grounds that its price must not depreciate .	en efecto , ha hablado usted de desbloquear fondos para el almacenamiento de madera , porque no debe depreciarse .
on the other hand , districts which have not been affected by the storms will also suffer , as the	por un lado , los municipios que no se han visto afectados por las tormentas van a sufrir también un
those districts which have not suffered losses will therefore see their incomes decrease in any case .	así , pues , esos municipios que no han sufrido pérdidas van a ver disminuir sus ingresos , de todos
i am telling you all of this to illustrate how complex the problem is , and i thank the commission	con todo esto quiero decir que el problema es eminentemente complejo y vuelvo a agradecer a la comisión que profundice
i would also like to draw your attention to the fact that , although there has indeed been an economic	también quisiera señalar que hay -cierto es- una catástrofe económica , pero que las verdaderas catástrofes ecológicas están por venir
as you yourself said , commissioner , these disasters or storms do not always have natural causes , and we	lo ha dicho usted mismo , señor comisario , esas catástrofes , esas tormentas , no siempre son naturales y
